# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Dec  5 05:36:43 2017
#
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
#
rowid,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_radj,pl_dens,st_dist,st_teff,st_mass,st_rad
1809,1.53818001,,0.010000,,,0.086,,120.50,3410.00,0.33,0.33
1810,9.87863917,,0.130000,,,0.164,,69.40,3713.00,0.52,0.50
1811,38.09722000,0.165400,,89.993,,0.143,9.90000,252.00,3638.00,0.40,0.38
1812,140.25240000,0.470600,,89.788,,,3.08000,755.00,4807.00,0.72,0.69
1813,7.65025400,0.072000,,,,0.203,,,5413.00,,0.74
1814,34.26028100,0.195000,,,,0.212,,,5413.00,,0.74
1815,1.55400393,,,,,0.154,,,5413.00,,0.74
1816,4.39316320,0.048300,0.000000,89.330,,0.144,,330.00,4890.00,0.77,0.73
1817,7.40611400,0.068400,0.000000,89.300,,0.138,,330.00,4890.00,0.77,0.73
1818,21.80385500,0.140500,0.120000,89.352,,0.107,,330.00,4890.00,0.77,0.73
1819,1071.23228000,1.890000,0.062000,89.976,,0.906,,330.00,4890.00,0.77,0.73
1820,4.42539100,0.056000,,,,0.130,,,6282.00,,1.11
1821,13.19324200,0.116000,,,,0.240,,,6282.00,,1.11
1822,3.25061900,0.040000,,,,0.101,,,4997.00,0.86,0.76
1823,6.19546900,0.062000,,,,0.108,,,4997.00,0.86,0.76
1824,8.34812500,0.075000,,,,0.112,,,4997.00,0.86,0.76
1825,13.76710200,0.105000,,,,0.196,,,4997.00,0.86,0.76
1826,87.09019500,0.359000,,,,0.230,,,4997.00,0.86,0.76
1827,1.48571080,0.025910,0.011000,87.200,2.45000,1.310,1.35000,800.00,5781.00,1.16,1.05
1828,7.93059200,0.080000,,,,0.285,,,5679.00,,1.03
1829,16.66586300,0.131000,,,,0.255,,,5679.00,,1.03
1830,4.16697200,0.050000,,,,0.209,,,5642.00,,0.84
1831,11.46346200,0.098000,,,,0.228,,,5642.00,,0.84
1832,39.59551900,0.223000,,,,0.169,,,5642.00,,0.84
1833,2.94030900,0.040000,,,,0.210,,,5526.00,0.86,1.08
1834,6.38899600,0.068000,,,,0.255,,,5526.00,0.86,1.08
1835,14.62711900,0.118000,,,,0.201,,,5526.00,0.86,1.08
1836,35.11873600,0.211000,,,,0.246,,,5526.00,0.86,1.08
1837,4.26374200,0.048000,,,,0.115,,,6031.00,0.78,0.95
1838,8.00577700,0.074000,,,,0.217,,,6031.00,0.78,0.95
1839,13.98179000,0.100000,,,,0.175,,,4880.00,,0.62
1840,44.00052900,0.214000,,,,0.133,,,4880.00,,0.62
1841,247.35373000,0.677000,,,,0.195,,,4880.00,,0.62
1842,11.90351500,0.105000,,,,0.228,,,6064.00,1.04,1.01
1843,34.03525700,0.213000,,,,0.277,,,6064.00,1.04,1.01
1844,5.43307400,0.058000,,,,0.128,,,5232.00,,0.89
1845,12.75971200,0.102000,,,,0.232,,,5232.00,,0.89
1846,25.75197400,0.163000,,,,0.224,,,5232.00,,0.89
1847,51.16579000,,,,,0.129,,,5232.00,,0.89
1848,36.85500000,,,,0.00600,0.259,,,5942.00,1.07,1.07
1849,49.41200000,,,,0.02400,0.633,,,5942.00,1.07,1.07
1850,9.57669400,0.085000,,,,0.259,,,5676.00,,1.07
1851,20.55280200,0.142000,,,,0.257,,,5676.00,,1.07
1852,96.67898800,0.397000,,,,0.352,,,5676.00,,1.07
1853,2.73592600,0.036000,,,,0.146,,,5302.00,,0.76
1854,6.40013000,0.064000,,,,0.178,,,5302.00,,0.76
1855,3.50472500,0.044700,0.000000,84.920,0.02200,0.178,4.90000,,5345.00,0.97,1.11
1856,7.64159000,0.075200,0.000000,87.680,0.05400,0.490,0.59000,,5345.00,0.97,1.11
1857,14.85888000,0.117200,0.000000,88.070,0.05200,0.623,0.27000,,5345.00,0.97,1.11
1858,13.81712400,0.109000,,,,0.134,,,5731.00,0.84,1.06
1859,41.88577500,0.229000,,,,0.269,,,5731.00,0.84,1.06
1860,3.13787300,0.040000,,,,0.113,,,5333.00,,0.75
1861,4.30214900,0.049000,,,,0.178,,,5333.00,,0.75
1862,9.82579200,0.096000,,,,0.230,,,6250.00,1.14,1.15
1863,20.68434200,0.157000,,,,0.306,,,6250.00,1.14,1.15
1864,5.68794500,0.064000,,,,0.184,,,5888.00,,0.96
1865,11.63707100,0.103000,,,,0.203,,,5888.00,,0.96
1866,10.68757600,0.092000,,,,0.211,,,5788.00,,0.87
1867,20.30300500,0.141000,,,,0.176,,,5788.00,,0.87
1868,29.02235800,0.179000,,,,0.222,,,5788.00,,0.87
1869,1.63290000,0.026000,,,,0.104,,,5208.00,0.79,0.81
1870,20.72904200,0.139000,,,,0.180,,,5208.00,0.79,0.81
1871,3.88679070,0.034300,,,,0.095,,172.00,3755.00,0.54,0.52
1872,7.26730200,0.045100,,,,0.112,,172.00,3755.00,0.54,0.52
1873,13.34299600,0.078100,,,,0.125,,172.00,3755.00,0.54,0.52
1874,22.40770400,0.110000,,,,0.113,,172.00,3755.00,0.54,0.52
1875,129.94410000,0.432000,0.040000,89.960,,0.104,,172.00,3755.00,0.54,0.52
1876,4.93886400,0.059000,,,,0.126,,,6105.00,0.85,1.29
1877,10.64026300,0.099000,,,,0.238,,,6105.00,0.85,1.29
1878,2.06189700,0.032000,,,,0.150,,,6021.00,,1.14
1879,5.99655300,0.066000,,,,0.285,,,6021.00,,1.14
1880,10.39993100,0.088000,,,,0.108,,,5235.00,0.79,0.75
1881,20.13486600,0.137000,,,,0.212,,,5235.00,0.79,0.75
1882,9.28716000,,0.120000,,0.02643,,,2119.00,5544.00,0.94,0.86
1883,28.73100000,,0.210000,,0.04122,,,2119.00,5544.00,0.94,0.86
1884,62.95000000,,0.050000,,0.07079,,,2119.00,5544.00,0.94,0.86
1885,2.01999900,0.030000,,,,0.139,,,5106.00,0.84,0.80
1886,3.76302400,0.045000,,,,0.130,,,5106.00,0.84,0.80
1887,9.93963200,0.087000,,,,0.120,,,5282.00,0.85,0.79
1888,17.73850600,0.128000,,,,0.166,,,5282.00,0.85,0.79
1889,5.94504102,,,,,0.203,,,5282.00,0.85,0.79
1890,9.92674600,0.090000,,,,0.244,,,5479.00,,1.01
1891,21.22340000,0.150000,,,,0.249,,,5479.00,,1.01
1892,6.47027579,,,,,0.091,,,5479.00,,1.01
1893,11.38848000,0.106000,,,,0.213,,,6335.00,,1.15
1894,50.69749400,0.286000,,,,0.245,,,6335.00,,1.15
1895,2.09228100,0.032000,,,,0.135,,,6089.00,,1.02
1896,17.30803200,0.131000,,,,0.231,,,6089.00,,1.02
1897,52.81497300,0.275000,,,,0.214,,,6089.00,,1.02
1898,8.30787200,0.077000,,,,0.181,,,5329.00,,0.78
1899,34.09686300,0.197000,,,,0.138,,,5329.00,,0.78
1900,20.73988600,0.138000,,,,0.170,,,5128.00,,0.78
1901,47.42773700,0.240000,,,,0.200,,,5128.00,,0.78
1902,5.59930800,0.060000,,,,0.091,,,6004.00,,1.12
1903,10.34969500,0.090000,,,,0.110,,,6004.00,,1.12
1904,15.67756300,0.119000,,,,0.109,,,6004.00,,1.12
1905,25.20971500,0.164000,,,,0.081,,,6004.00,,1.12
1906,17.79003700,0.131000,,,,0.252,,,5574.00,0.93,0.94
1907,49.56741600,0.259000,,,,0.220,,,5574.00,0.93,0.94
1908,1.31184443,,,,,0.136,,,5574.00,0.93,0.94
1909,23.63760400,0.158000,,,,0.277,,,5644.00,,0.97
1910,67.09340800,0.316000,,,,0.290,,,5644.00,,0.97
1911,3.69611525,0.046300,0.030000,87.355,0.03052,0.167,8.20000,290.00,5495.00,0.95,0.96
1912,10.85409089,0.094900,0.160000,89.815,0.04012,0.272,2.50000,290.00,5495.00,0.95,0.96
1913,77.61130017,0.350600,,89.708,0.03168,0.245,2.70000,290.00,5495.00,0.95,0.96
1914,6.09852281,0.063900,,87.632,,0.077,,290.00,5495.00,0.95,0.96
1915,19.57758478,0.139600,,88.788,,0.089,,290.00,5495.00,0.95,0.96
1916,34.94000000,0.205500,0.150000,,0.06280,,,290.00,5495.00,0.95,0.96
1917,8.59480500,0.080000,,,,0.190,,,5678.00,,0.94
1918,10.22215700,0.090000,,,,0.142,,,5678.00,,0.94
1919,25.67208300,0.175000,,,,0.219,,,6065.00,1.17,1.23
1920,151.88405800,0.573000,,,,0.254,,,6065.00,1.17,1.23
1921,4.06942700,0.045000,,,,0.145,,,4668.00,,0.67
1922,16.28249300,0.113000,,,,0.165,,,4668.00,,0.67
1923,3.16269700,0.043000,,,,0.229,,,5821.00,0.98,1.11
1924,5.37064700,0.061000,,,,0.220,,,5821.00,0.98,1.11
1925,11.32972000,0.100000,,,,0.128,,,5821.00,0.98,1.11
1926,14.40097400,0.117000,,,,0.226,,,5812.00,0.96,1.24
1927,25.66059300,0.173000,,,,0.160,,,5812.00,0.96,1.24
1928,2.75564000,0.032000,,,,0.135,,,4321.00,,0.55
1929,20.30654600,0.122000,,,,0.146,,,4321.00,,0.55
1930,7.78198700,0.078000,,,,0.107,,,5764.00,0.94,1.19
1931,13.13747100,0.111000,,,,0.158,,,5764.00,0.94,1.19
1932,23.44281000,0.163000,,,,0.106,,,5764.00,0.94,1.19
1933,1.61186500,0.029000,,,,0.140,,,5920.00,,1.59
1934,3.07157100,0.044000,,,,0.134,,,5920.00,,1.59
1935,5.86807500,0.068000,,,,0.295,,,5920.00,,1.59
1936,4.22864000,0.054000,,,,0.145,,,6092.00,1.03,1.31
1937,7.46662300,0.079000,,,,0.124,,,6092.00,1.03,1.31
1938,11.13178600,0.103000,,,,0.107,,,6092.00,1.03,1.31
1939,16.25945800,0.132000,,,,0.132,,,6092.00,1.03,1.31
1940,16.08784500,0.122000,,,,0.202,,,5513.00,,0.94
1941,41.74988200,0.231000,,,,0.277,,,5513.00,,0.94
1942,2.78578000,0.042717,0.020000,83.200,0.01598,0.146,6.40000,113.00,6305.00,1.41,1.90
1943,2.45323400,0.032000,,,,0.262,,,4559.00,,0.65
1944,7.97251300,0.070000,,,,0.323,,,4559.00,,0.65
1945,4.13857500,0.048000,,,,0.112,,,5123.00,0.97,0.82
1946,6.04045000,0.062000,,,,0.115,,,5123.00,0.97,0.82
1947,16.25758200,0.133000,,,,0.097,,,5852.00,1.16,1.46
1948,31.80517400,0.207000,,,,0.244,,,5852.00,1.16,1.46
1949,2.46236000,0.036000,,,,0.145,,,5696.00,0.94,1.20
1950,4.82296200,0.057000,,,,0.209,,,5696.00,0.94,1.20
1951,15.66054400,0.130000,,,,0.233,,,6169.00,,1.35
1952,28.77980000,0.194000,,,,0.190,,,6169.00,,1.35
1953,9.36067200,0.084000,,,,0.145,,,5739.00,0.77,1.03
1954,14.66710800,0.113000,,,,0.158,,,5739.00,0.77,1.03
1955,30.86442300,0.185000,,,,0.213,,,5739.00,0.77,1.03
1956,68.16101000,0.314000,,,,0.156,,,5739.00,0.77,1.03
1957,7.69364100,0.079000,,,,0.210,,,6091.00,,1.26
1958,17.40666900,0.136000,,,,0.271,,,6091.00,,1.26
1959,5.37494300,0.065000,,,,0.199,,,6171.00,,1.80
1960,8.58600400,0.089000,,,,0.165,,,6171.00,,1.80
1961,3.88689525,,,,,0.118,,,6171.00,,1.80
1962,3.61933700,0.046000,,,,0.132,,,5502.00,,1.06
1963,44.69957600,0.248000,,,,0.280,,,5502.00,,1.06
1964,124.52446470,,,,,0.237,,,5502.00,,1.06
1965,4.58551200,0.057000,,,,0.263,,,5786.00,,1.49
1966,22.71461300,0.165000,,,,0.319,,,5786.00,,1.49
1967,47.90364500,0.272000,,,,0.251,,,5786.00,,1.49
1968,289.86230000,0.849000,0.000000,89.764,0.11300,0.212,14.70000,190.00,5518.00,0.97,0.98
1969,4.15980700,0.046000,,,,0.072,,,4632.00,,0.67
1970,9.03419900,0.076000,,,,0.140,,,4632.00,,0.67
1971,28.12239700,0.163000,,,,0.087,,,4632.00,,0.67
1972,45.90273300,0.226000,,,,0.119,,,4632.00,,0.67
1973,2.79590600,0.037000,,,,0.153,,,5243.00,0.72,0.82
1974,5.69058600,0.059000,,,,0.261,,,5243.00,0.72,0.82
1975,10.04156000,0.087000,,,,0.244,,,5243.00,0.72,0.82
1976,18.36991700,0.130000,,,,0.235,,,5243.00,0.72,0.82
1977,3.93698100,0.048000,,,,0.282,,,5433.00,,0.87
1978,10.08881000,0.091000,,,,0.414,,,5433.00,,0.87
1979,28.08191200,0.180000,,,,0.329,,,5433.00,,0.87
1980,7.38449000,,0.078000,90.000,0.02328,0.267,1.54000,,,1.12,1.72
1981,9.84564000,,0.150000,90.000,0.01605,0.307,0.71000,,,1.12,1.72
1982,14.78869000,,0.037000,87.940,0.02517,0.467,0.31000,,,1.12,1.72
1983,19.72567000,,0.051000,88.000,0.01510,0.410,0.28000,,,1.12,1.72
1984,3.13292400,0.038000,,,,0.124,,,5018.00,0.74,0.68
1985,5.92500300,0.058000,,,,0.278,,,5018.00,0.74,0.68
1986,11.34939300,0.089000,,,,0.205,,,5018.00,0.74,0.68
1987,18.64357700,0.124000,,,,0.176,,,5018.00,0.74,0.68
1988,6.73897500,0.056000,,,,0.107,,,3682.00,,0.48
1989,18.79423400,0.111000,,,,0.164,,,3682.00,,0.48
1990,3.94099700,0.047000,,,,0.138,,,5571.00,0.86,0.80
1991,5.34955500,0.058000,,,,0.203,,,5571.00,0.86,0.80
1992,8.10904400,0.076000,,,,0.109,,,5571.00,0.86,0.80
1993,9.48801500,0.090000,,,,0.277,,,5854.00,,1.09
1994,54.41869400,0.290000,,,,0.271,,,5854.00,,1.09
1995,2.56654600,0.038000,,,,0.136,,,6043.00,,1.01
1996,4.13444400,0.052000,,,,0.241,,,6043.00,,1.01
1997,11.09428600,0.101000,,,,0.360,,,6043.00,,1.01
1998,6.25297200,0.062000,,,,0.196,,,5120.00,,0.73
1999,16.06863800,0.117000,,,,0.439,,,5120.00,,0.73
2000,41.19491200,0.220000,,,,0.343,,,5120.00,,0.73
2001,7.10730000,0.075000,,,0.80000,0.170,,800.00,5828.00,1.11,1.55
2002,10.74210000,0.099000,,,2.70000,0.285,,800.00,5828.00,1.11,1.55
2003,15.27429900,0.124000,,,,0.196,,800.00,5828.00,1.11,1.55
2004,32.62555500,0.191000,,,,0.380,,,5588.00,,0.82
2005,91.77324200,0.380000,,,,0.182,,,5588.00,,0.82
2006,10.06527500,0.074000,,,,0.154,,,3767.00,0.58,0.49
2007,19.27156600,0.114000,,,,0.172,,,3767.00,0.58,0.49
2008,4.43122200,0.054000,,,,0.275,,,5847.00,,0.97
2009,11.37934900,0.101000,,,,0.342,,,5847.00,,0.97
2010,8.47238200,0.077000,,,,0.217,,,5360.00,,0.76
2011,60.41895500,0.287000,,,,0.242,,,5360.00,,0.76
2012,2.71150600,0.040000,,,,0.330,,,6224.00,,1.11
2013,7.21205000,0.077000,,,,0.313,,,6224.00,,1.11
2014,3.34022200,0.037000,,,,0.199,,,4255.00,0.59,0.55
2015,7.82490400,0.065000,,,,0.114,,,4255.00,0.59,0.55
2016,20.06054800,0.122000,,,,0.183,,,4255.00,0.59,0.55
2017,46.18366900,0.213000,,,,0.198,,,4255.00,0.59,0.55
2018,8.29561100,0.065000,,,,0.140,,,3750.00,0.56,0.51
2019,23.96812700,0.132000,,,,0.178,,,3750.00,0.56,0.51
2020,4.71510600,0.050000,,,,0.126,,,4861.00,0.70,0.72
2021,8.10363600,0.071000,,,,0.186,,,4861.00,0.70,0.72
2022,2.09087600,0.034000,,,,0.154,,,5751.00,1.06,1.43
2023,6.15555700,0.069000,,,,0.213,,,5751.00,1.06,1.43
2024,13.23354900,0.115000,,,,0.274,,,5751.00,1.06,1.43
2025,23.65400000,,,,0.53400,0.500,,,5751.00,1.06,1.43
2026,50.44700000,,,,0.04200,0.178,,,5751.00,1.06,1.43
2027,11.76305100,0.095000,,,,0.208,,,4914.00,0.74,0.76
2028,56.22809800,0.268000,,,,0.224,,,4914.00,0.74,0.76
2029,8.14530000,0.080000,,,1.60000,0.214,,1200.00,5897.00,1.03,1.29
2030,12.33350000,0.106000,,,1.60000,0.250,,1200.00,5897.00,1.03,1.29
2031,4.24438400,0.051000,,,,0.149,,1200.00,5897.00,1.03,1.29
2032,18.99835500,0.138000,,,,0.248,,1200.00,5897.00,1.03,1.29
2033,4.14449500,0.048000,,,,0.122,,,4985.00,,0.74
2034,7.95352800,0.074000,,,,0.196,,,4985.00,,0.74
2035,12.71809200,0.094000,,,,0.208,,,4699.00,,0.67
2036,36.06597800,0.189000,,,,0.229,,,4699.00,,0.67
2037,8.20395000,0.075000,,,,0.233,,,5020.00,,0.85
2038,14.49648100,0.109000,,,,0.178,,,5020.00,,0.85
2039,5.71544200,0.062000,,,,0.219,,,5228.00,0.89,0.84
2040,20.02621800,0.142000,,,,0.178,,,5228.00,0.89,0.84
2041,4.31179200,0.050000,,,,0.246,,,5554.00,,0.80
2042,9.76729200,0.087000,,,,0.183,,,5554.00,,0.80
2043,20.05040100,0.140000,,,,0.206,,,5554.00,,0.80
2044,7.49019000,0.071000,,,,0.229,,,5100.00,0.80,0.80
2045,17.46081200,0.124000,,,,0.194,,,5100.00,0.80,0.80
2046,36.27710800,0.202000,,,,0.270,,,5100.00,0.80,0.80
2047,3.21982106,,,,,0.156,,,5100.00,0.80,0.80
2048,4.60182000,0.052000,,,,0.209,,,5206.00,0.86,0.83
2049,11.18716100,0.095000,,,,0.134,,,5206.00,0.86,0.83
2050,3.33616000,0.042000,,,,0.146,,,5100.00,,0.77
2051,9.43945200,0.084000,,,,0.365,,,5100.00,,0.77
2052,20.47791200,0.140000,,,,0.352,,,5100.00,,0.77
2053,6.30820500,0.066000,,,,0.269,,,5190.00,,0.83
2054,16.23949400,0.123000,,,,0.363,,,5190.00,,0.83
2055,3.30653900,0.035000,,,,0.097,,,3568.00,,0.48
2056,7.11370200,0.058000,,,,0.135,,,3568.00,,0.48
2057,15.36845900,0.097000,,,,0.140,,,3568.00,,0.48
2058,6.23850000,,,,0.03020,0.242,2.50000,,6270.00,1.19,1.31
2059,12.72040000,,,,0.07740,0.464,0.90000,,6270.00,1.19,1.31
2060,123.00000000,,,,0.28300,,,,6270.00,1.19,1.31
2061,4.14814100,0.048000,,,,0.101,,,5160.00,0.80,0.81
2062,7.15680400,0.069000,,,,0.203,,,5160.00,0.80,0.81
2063,17.64831200,0.127000,,,,0.194,,,5160.00,0.80,0.81
2064,4.79093600,0.053000,,,,0.119,,,5526.00,0.91,0.89
2065,16.51404300,0.122000,,,,0.247,,,5526.00,0.91,0.89
2066,30.13300100,0.182000,,,,0.247,,,5526.00,0.91,0.89
2067,99.64016100,0.404000,,,,0.247,,,5526.00,0.91,0.89
2068,6.66839100,0.058000,,,,0.110,,,4208.00,0.52,0.55
2069,10.84846300,0.080000,,,,0.192,,,4208.00,0.52,0.55
2070,3.78398600,0.046000,,,,0.145,,,5208.00,,0.79
2071,10.28195100,0.089000,,,,0.236,,,5208.00,,0.79
2072,18.11986900,0.130000,,,,0.283,,,5208.00,,0.79
2073,5.82666200,0.064000,,,,0.345,,,5957.00,,0.91
2074,12.41218300,0.105000,,,,0.192,,,5957.00,,0.91
2075,18.74647700,0.139000,,,,0.223,,,5957.00,,0.91
2076,5.71460600,0.063000,,,,0.138,,,5573.00,0.97,0.93
2077,9.94604700,0.092000,,,,0.267,,,5573.00,0.97,0.93
2078,1.04562266,,,,,0.118,,,5573.00,0.97,0.93
2079,1.62049300,0.027000,,,,0.142,,,5551.00,1.02,1.30
2080,3.38802000,0.045000,,,,0.192,,,5551.00,1.02,1.30
2081,5.83917200,0.064000,,,,0.221,,,5551.00,1.02,1.30
2082,10.68157200,0.096000,,,,0.210,,,5551.00,1.02,1.30
2083,2.38266700,0.034000,,,,0.233,,,5180.00,,1.04
2084,6.58148400,0.066000,,,,0.483,,,5180.00,,1.04
2085,24.66455100,0.160000,,,,0.442,,,5180.00,,1.04
2086,13.19722000,0.103000,,,,0.362,,,4942.00,0.80,0.92
2087,33.65307900,0.193000,,,,0.322,,,4942.00,0.80,0.92
2088,8.11531700,0.079000,,,,0.250,,,5938.00,,0.90
2089,36.92493100,0.217000,,,,0.241,,,5938.00,,0.90
2090,12.28000000,,,,0.01611,0.248,1.26000,,3914.00,0.54,0.51
2091,17.25590000,,,,0.01951,0.243,1.61000,,3914.00,0.54,0.51
2092,3.54391900,0.039000,,,,0.095,,,3914.00,0.54,0.51
2093,46.82791500,0.220000,,,,0.215,,,3914.00,0.54,0.51
2094,8.18739900,0.075000,,,,0.179,,,5250.00,0.88,0.86
2095,76.05017800,0.332000,,,,0.155,,,5250.00,0.88,0.86
2096,10.38122700,0.088000,,,,0.194,,,5098.00,0.87,0.79
2097,24.57085800,0.156000,,,,0.178,,,5098.00,0.87,0.79
2098,13.06085500,0.108000,,,,0.121,,,5841.00,,0.88
2099,21.85372200,0.152000,,,,0.146,,,5841.00,,0.88
2100,16.56808700,0.120000,,,,0.238,,,5265.00,,0.79
2101,47.33277300,0.242000,,,,0.220,,,5265.00,,0.79
2102,40.80623100,0.249000,,,,0.297,,,6158.00,1.32,1.55
2103,140.10126100,0.566000,,,,0.252,,,6158.00,1.32,1.55
2104,6.84626200,0.069000,,,,0.166,,,5835.00,1.03,1.10
2105,17.02893700,0.127000,,,,0.235,,,5835.00,1.03,1.10
2106,43.13061700,0.236000,,,,0.222,,,5835.00,1.03,1.10
2107,67.83102400,0.319000,,,,0.231,,,5835.00,1.03,1.10
2108,6.61833000,0.071000,,,,0.221,,,5885.00,0.99,1.03
2109,107.72360100,0.457000,,,,0.347,,,5885.00,0.99,1.03
2110,3.35372800,0.037000,,,,0.177,,,4258.00,0.56,0.56
2111,6.87745000,0.060000,,,,0.190,,,4258.00,0.56,0.56
2112,28.46451500,0.154000,,,,0.203,,,4258.00,0.56,0.56
2113,25.93413800,0.180000,,,,0.227,,,6081.00,,1.27
2114,83.44639300,0.391000,,,,0.302,,,6081.00,,1.27
2115,5.32671800,0.061000,,,,0.220,,,5847.00,0.98,0.96
2116,8.12789900,0.081000,,,,0.151,,,5847.00,0.98,0.96
2117,15.33480000,0.118000,,,9.11000,0.357,,,5400.00,0.65,0.59
2118,31.33090000,0.191000,,,13.80000,0.437,,,5400.00,0.65,0.59
2119,11.47609400,0.107000,,,,0.179,,,6067.00,,1.46
2120,25.26288700,0.180000,,,,0.158,,,6067.00,,1.46
2121,5.21773800,0.056000,,,,0.079,,,5524.00,,0.88
2122,7.41093500,0.071000,,,,0.089,,,5524.00,,0.88
2123,5.24972541,,,,,0.059,,,5524.00,,0.88
2124,2.97135300,0.038000,,,,0.128,,,5297.00,0.79,0.93
2125,6.05734200,0.061000,,,,0.160,,,5297.00,0.79,0.93
2126,10.93730400,0.091000,,,,0.201,,,5297.00,0.79,0.93
2127,2.93653200,0.037000,,,,0.134,,,5626.00,,0.81
2128,8.01492700,0.073000,,,,0.177,,,5626.00,,0.81
2129,11.63478800,0.101000,,,,0.137,,,6023.00,,1.01
2130,33.19786100,0.204000,,,,0.164,,,6023.00,,1.01
2131,10.30068200,0.098000,,,,0.209,,,6165.00,1.24,1.38
2132,16.08813400,0.132000,,,,0.302,,,6165.00,1.24,1.38
2133,35.67606200,0.224000,,,,0.297,,,6165.00,1.24,1.38
2134,14.12841000,0.119000,,,,0.256,,,6105.00,1.10,1.05
2135,31.88400000,,,,0.05200,0.259,,,6105.00,1.10,1.05
2136,48.64800000,,,,0.05100,0.250,,,6105.00,1.10,1.05
2137,17.32400000,,,,0.27500,0.261,,,5946.00,1.12,1.69
2138,33.00600000,,,,0.20200,0.300,,,5946.00,1.12,1.69
2139,30.16054600,0.207000,,,,0.363,,,4991.00,,2.94
2140,51.07877500,0.294000,,,,0.320,,,4991.00,,2.94
2141,12.30968100,0.112000,,,,0.323,,,6363.00,1.10,1.75
2142,35.73600000,,,,0.15500,0.384,,,6363.00,1.10,1.75
2143,54.41400000,,,,0.11800,0.277,,,6363.00,1.10,1.75
2144,5.91230000,0.062000,,,1.51000,0.321,,,4590.00,0.75,0.70
2145,8.98580000,0.081000,,,1.36000,0.303,,,4590.00,0.75,0.70
2146,2.13954200,0.032000,,,,0.129,,,5744.00,0.91,0.89
2147,4.80709100,0.056000,,,,0.179,,,5744.00,0.91,0.89
2148,14.64600800,0.117000,,,,0.252,,,5723.00,0.98,0.90
2149,36.33737300,0.215000,,,,0.474,,,5723.00,0.98,0.90
2150,9.22052400,0.082000,,,,0.090,,,5602.00,0.97,0.90
2151,13.63872300,0.106000,,,,0.107,,,5602.00,0.97,0.90
2152,24.80600000,,,,0.19200,0.219,,,5602.00,0.97,0.90
2153,44.34700000,,,,0.17700,0.277,,,5602.00,0.97,0.90
2154,11.00815100,0.082000,,,,0.190,,,4351.00,,0.57
2155,92.74371100,0.341000,,,,0.162,,,4351.00,,0.57
2156,12.69914900,0.104000,,,,0.200,,,5615.00,,0.81
2157,37.51445600,0.213000,,,,0.233,,,5615.00,,0.81
2158,2.63386700,0.036000,,,,0.120,,,5411.00,0.85,0.81
2159,6.18667600,0.064000,,,,0.100,,,5411.00,0.85,0.81
2160,1.79630200,0.027000,,,,0.111,,,5580.00,,0.86
2161,3.46809500,0.042000,,,,0.122,,,5580.00,,0.86
2162,5.91432300,0.061000,,,,0.119,,,5580.00,,0.86
2163,29.22128900,0.176000,,,,0.158,,,5580.00,,0.86
2164,20.34219900,0.145000,,,,0.208,,,5806.00,,1.03
2165,44.85189600,0.246000,,,,0.291,,,5806.00,,1.03
2166,6.09732600,0.065000,,,,0.149,,,5918.00,0.89,1.09
2167,19.30577200,0.140000,,,,0.254,,,5918.00,0.89,1.09
2168,56.63374200,0.287000,,,,0.238,,,5918.00,0.89,1.09
2169,34.54500000,0.210000,,89.590,0.02300,0.192,4.10000,700.00,5990.00,1.08,1.00
2170,125.85180000,0.510000,,89.794,0.42000,1.034,0.47000,700.00,5990.00,1.08,1.00
2171,66.06340000,0.330000,,89.730,0.01300,0.239,1.20000,700.00,5990.00,1.08,1.00
2172,10.33840000,,,,0.01419,0.299,0.65000,1400.00,5701.00,0.98,0.93
2173,13.28840000,,,,0.01259,0.280,0.70000,1400.00,5701.00,0.98,0.93
2174,14.58934700,0.110000,,,,0.201,,,5147.00,,0.74
2175,36.77031000,0.205000,,,,0.241,,,5147.00,,0.74
2176,3.54651100,0.047000,,,,0.193,,,6002.00,1.03,1.02
2177,5.70078600,0.065000,,,,0.168,,,6002.00,1.03,1.02
2178,2.58082700,0.035000,,,,0.118,,,5299.00,0.88,0.83
2179,3.71533500,0.045000,,,,0.131,,,5299.00,0.88,0.83
2180,7.05567900,0.068000,,,,0.199,,,5299.00,0.88,0.83
2181,11.97901000,0.097000,,,,0.238,,,5299.00,0.88,0.83
2182,20.83423700,0.141000,,,,0.210,,,5299.00,0.88,0.83
2183,19.25419600,0.144000,,,,0.274,,,5804.00,1.01,0.96
2184,54.15574300,0.286000,,,,0.342,,,5804.00,1.01,0.96
2185,3.70121200,0.048000,,,,0.158,,,5913.00,,0.98
2186,6.62640000,0.071000,,,,0.242,,,5913.00,,0.98
2187,12.64516400,0.099000,,,,0.109,,,5603.00,,0.90
