"","votes_for_A","votes_for_B","votes_for_C","gender","p_changes_vote"
"1539",0,1,0,0,0.0402000399379812
"1540",1,0,0,0,0.134172216411196
"1541",1,0,0,1,0.32415252900384
"1542",0,0,0,0,0
"1543",0,0,1,0,0.0241685240925947
"1544",0,0,0,0,0
"1545",1,0,0,0,0.224054483454944
"1546",0,0,1,1,0.244807760567871
"1547",1,0,0,0,0.444844685353092
"1548",1,0,0,0,0.216893423971366
"1549",0,0,1,0,0.201475558766482
"1550",0,0,1,1,0.267873012435575
"1551",0,0,0,0,0
"1552",0,0,0,0,0
"1553",0,0,0,0,0
"1554",0,0,1,1,0.049468420970347
"1555",0,1,0,0,0.0576344469032392
"1556",0,1,0,0,0.0397771910440793
"1557",0,0,0,0,0
"1558",1,0,0,1,0.162670765136966
"1559",0,0,0,0,0
"1560",0,0,0,0,0
"1561",1,0,0,0,0
"1562",1,0,0,0,0.202544275926911
"1563",1,0,0,0,0.267685628764164
"1564",0,0,1,1,0.359266377774161
"1565",0,0,1,1,0.145373965643091
"1566",0,0,1,0,0.118701024725443
"1567",1,0,0,0,0.260705147048937
"1568",1,0,0,1,0
"1569",1,0,0,0,0.593080664575496
"1570",0,0,1,0,0.215469024533598
"1571",0,0,1,1,0.421478069581747
"1572",1,0,0,1,0.43737354637542
"1573",1,0,0,0,0.206109803497843
"1574",0,0,0,0,0
"1575",1,0,0,1,0.51965902156785
"1576",0,0,0,0,0
"1577",0,0,1,1,0.240424356961466
"1578",1,0,0,0,0.479765181072372
"1579",1,0,0,0,0.0889408995587276
"1580",1,0,0,0,0.656501961725766
"1581",0,0,0,0,0
"1582",0,0,0,0,0
"1583",0,0,0,0,0
"1584",1,0,0,1,0.0788143441272819
"1585",1,0,0,1,0.295424176178215
"1586",1,0,0,1,0.654667656341834
"1587",0,0,1,1,0.0431134292560448
"1588",0,1,0,0,0.0492066793108828
"1589",1,0,0,1,0.416484070463251
"1590",0,0,0,0,0
"1591",0,0,1,1,0.104728250565263
"1592",1,0,0,1,0
"1593",0,1,0,1,0.0537586483620086
"1594",0,0,1,1,0
"1595",0,0,1,0,0.26264530680284
"1596",0,0,1,1,0.217797392789792
"1597",0,0,0,0,0
"1598",1,0,0,0,0.242670794156983
"1599",1,0,0,1,0.0389307830423325
"1600",0,0,0,0,0
"1601",0,0,1,1,0.0444614934751578
"1602",0,0,1,1,0.0371858657309419
"1603",0,0,0,0,0
"1604",1,0,0,1,0.222135463386359
"1605",0,0,0,0,0
"1606",1,0,0,1,0.591720879238106
"1607",1,0,0,1,0.251298631562761
"1608",1,0,0,0,0
"1609",0,1,0,0,0.0355917934240439
"1610",1,0,0,0,0.786566414331213
"1611",0,0,1,0,0.0973041952789775
"1612",0,1,0,1,0.0405738789257075
"1613",0,1,0,0,0.0419719109709973
"1614",0,0,1,1,0.559460152105706
"1615",1,0,0,0,0.592056671515064
"1616",0,0,1,1,0.19568867802116
"1617",1,0,0,0,0.582922005111409
"1618",0,0,0,0,0
"1619",1,0,0,1,0.285360623495511
"1620",0,1,0,1,0.0562648095580555
"1621",0,0,1,1,0.341745748524634
"1622",0,0,0,0,0
"1623",0,1,0,1,0.0368875726142759
"1624",1,0,0,0,0.543778911806662
"1625",1,0,0,1,0.0913800749463111
"1626",0,0,0,0,0
"1627",0,0,1,1,0.270418494830209
"1628",1,0,0,0,0.512527349592591
"1629",1,0,0,0,0.217982830813698
"1630",1,0,0,0,0.170554160447084
"1631",0,0,1,1,0.105133200309428
"1632",1,0,0,0,0.323707864942666
"1633",0,1,0,1,0.0443560599028225
"1634",0,0,1,0,0.14067432905694
"1635",0,0,1,1,0.529854502580875
"1636",1,0,0,1,0.636844326867407
"1637",0,1,0,1,0.0242680377070393
"1638",1,0,0,0,0.430099135346612
"1639",0,0,1,1,0.132934152044339
"1640",1,0,0,1,0.156075838518788
"1641",1,0,0,1,0.107536774699732
"1642",1,0,0,1,0.389287273554135
"1643",0,1,0,1,0.0454646531319803
"1644",0,0,1,0,0.512709531470895
"1645",1,0,0,1,0.56981019176929
"1646",0,0,1,0,0.379980562312684
"1647",1,0,0,1,0.81656362337824
"1648",1,0,0,0,0.098734806368301
"1649",0,0,0,0,0
"1650",1,0,0,0,0.52346407482078
"1651",1,0,0,0,0.129895033811272
"1652",0,1,0,0,0.0485376832742371
"1653",1,0,0,0,0.557151463146868
"1654",0,1,0,1,0.0562568619794538
"1655",1,0,0,0,0.107867635456512
"1656",0,1,0,0,0.0496594860279183
"1657",0,0,1,0,0.0225955842285369
"1658",1,0,0,1,0.12348732659488
"1659",0,0,1,1,0.00536795449507449
"1660",0,0,1,1,0.290646760654619
"1661",0,0,0,0,0
"1662",0,1,0,0,0.0479632597881531
"1663",0,0,0,0,0
"1664",0,0,1,1,0.335312915688343
"1665",1,0,0,0,0.55306770005445
"1666",1,0,0,0,0.275364520259795
"1667",0,0,0,0,0
"1668",1,0,0,0,0.413989219462374
"1669",1,0,0,1,0.283806238280865
"1670",0,0,1,1,0.111025758927845
"1671",0,0,0,0,0
"1672",1,0,0,0,0.706735453981785
"1673",0,0,1,1,0.195569579726657
"1674",0,0,0,0,0
"1675",1,0,0,0,0.571188822732643
"1676",1,0,0,0,0.169532215595245
"1677",1,0,0,1,0.475803729128342
"1678",0,1,0,1,0.0711116001521715
"1679",1,0,0,1,0.251901310651881
"1680",0,0,0,0,0
"1681",1,0,0,1,0.370896875897076
"1682",0,0,1,1,0.155201555690947
"1683",1,0,0,1,0.473958593715569
"1684",0,0,0,0,0
"1685",0,0,0,0,0
"1686",0,0,1,0,0.393928228442269
"1687",0,1,0,1,0.0482059096576462
"1688",0,0,0,0,0
"1689",0,0,1,1,0.0574910311675947
"1690",0,0,1,1,0.171320589182531
"1691",0,0,1,1,0.26603806994911
"1692",1,0,0,0,0.137303508390541
"1693",1,0,0,0,0.0580619970742346
"1694",0,0,1,1,0.214309113267706
"1695",0,0,1,1,0.405042744453536
"1696",0,1,0,1,0.0570631622085222
"1697",1,0,0,0,0.0571519694396225
"1698",1,0,0,1,0.0965318731245268
"1699",0,0,1,1,0.336501868289068
"1700",0,0,1,1,0.291109724715063
"1701",1,0,0,0,0.162114259428872
"1702",1,0,0,1,0.37629310076646
"1703",0,1,0,1,0.0354681685790826
"1704",0,0,1,1,0.200415893941375
"1705",1,0,0,0,0.28181254118088
"1706",0,0,1,1,0.149533791848638
"1707",0,0,1,1,0
"1708",1,0,0,1,0.194460685874264
"1709",1,0,0,0,0.0460757243783926
"1710",0,0,0,0,0
"1711",0,1,0,1,0.0489528757027823
"1712",0,0,0,0,0
"1713",1,0,0,1,0.619937901147374
"1714",0,0,1,1,0.0935682735331441
"1715",1,0,0,1,0.197720151863057
"1716",0,0,0,0,0
"1717",0,1,0,1,0.0366917787222517
"1718",0,0,1,1,0.0976696058373899
"1719",0,0,1,1,0.147921272203858
"1720",0,1,0,1,0.0387149867851961
"1721",0,0,1,1,0.315688227910766
"1722",1,0,0,0,0.452513845405032
"1723",0,0,1,1,0.0279352139731487
"1724",0,0,0,0,0
"1725",0,0,1,0,0.00319795433110906
"1726",1,0,0,0,0.662138966994059
"1727",0,0,0,0,0
"1728",0,0,1,1,0.411208147667143
"1729",0,1,0,1,0.0527686920902485
"1730",0,0,1,0,0.208780391484875
"1731",0,0,1,0,0.399701594186225
"1732",0,0,0,0,0
"1733",0,0,0,0,0
"1734",1,0,0,0,0.341396200746527
"1735",1,0,0,1,0.500682162724424
"1736",1,0,0,1,0.191141537911215
"1737",0,0,0,0,0
"1738",0,1,0,1,0.0511557926432559
"1739",0,0,1,1,0.517669383444663
"1740",1,0,0,0,0.62047743420022
"1741",1,0,0,1,0.342896344357109
"1742",1,0,0,1,0
"1743",0,1,0,1,0.059052282834839
"1744",0,0,1,1,0.357202095823812
"1745",0,0,1,1,0.306083093605913
"1746",0,0,1,1,0.440875637266007
"1747",0,0,0,0,0
"1748",0,1,0,0,0.0425958827858768
"1749",0,0,0,0,0
"1750",0,0,0,0,0
"1751",1,0,0,0,0.348380707050369
"1752",1,0,0,0,0.2253601973643
"1753",0,0,0,0,0
"1754",0,0,0,0,0
"1755",0,0,1,1,0.207727430570174
"1756",0,0,0,0,0
"1757",0,0,0,0,0
"1758",1,0,0,0,0.234670352962198
"1759",1,0,0,1,0.379976023565261
"1760",0,0,1,1,0.34347560948349
"1761",0,0,1,1,0.175977839553132
"1762",1,0,0,1,0.303126930891094
"1763",0,1,0,0,0.0619038798352508
"1764",0,0,1,1,0.126940213841403
"1765",0,1,0,1,0.0468231525719016
"1766",0,0,1,1,0.345145070608903
"1767",1,0,0,0,0.355687128987781
"1768",0,0,0,0,0
"1769",1,0,0,0,0.184456676920196
"1770",0,0,1,0,0.201821015272251
"1771",0,0,0,0,0
"1772",0,0,1,1,0.147677456748595
"1773",0,1,0,0,0.0481747071192807
"1774",0,0,0,0,0
"1775",0,0,1,0,0.185766015590922
"1776",0,1,0,1,0.0446309795599353
"1777",0,0,0,0,0
"1778",1,0,0,0,0
"1779",1,0,0,1,0.212838069343763
"1780",0,0,1,1,0.153522171373731
"1781",1,0,0,1,0.190597763749527
"1782",0,0,1,1,0.287260427702108
"1783",0,0,1,1,0.00788900920115157
"1784",1,0,0,0,0.393344206742526
"1785",1,0,0,0,0.293391510515836
"1786",1,0,0,0,0.359319064816542
"1787",1,0,0,1,0.492595426438198
"1788",0,0,1,1,0.301876483184488
"1789",0,1,0,0,0.0571487145989019
"1790",0,0,0,0,0
"1791",1,0,0,1,0.807425830240883
"1792",0,0,1,1,0.123014865884543
"1793",1,0,0,1,0.494271579692129
"1794",0,0,1,1,0.322094646274877
"1795",1,0,0,0,0.685724719734565
"1796",1,0,0,0,0.436736866450526
"1797",0,1,0,0,0.0626469357664954
"1798",1,0,0,1,0.542036656805398
"1799",1,0,0,1,0.381301493526133
"1800",0,0,1,1,0
"1801",1,0,0,1,0.566741206158731
"1802",1,0,0,1,0.348430941527344
"1803",0,0,1,1,0.137015065345894
"1804",0,0,0,0,0
"1805",0,1,0,0,0.0656205718568247
"1806",1,0,0,1,0.540363948114682
"1807",0,0,0,0,0
"1808",0,0,1,0,0.273956009039006
"1809",1,0,0,0,0.414503881141484
"1810",0,1,0,1,0.0362073753716605
"1811",1,0,0,1,0.226763395420609
"1812",1,0,0,0,0.0280772833428382
"1813",0,0,1,0,0.200009896943023
"1814",1,0,0,1,0.749077666474478
"1815",0,0,1,1,0.0558940259755808
"1816",0,0,1,1,0.361761756730585
"1817",0,1,0,0,0.0417838579663432
"1818",1,0,0,1,0.931573924282791
"1819",0,1,0,0,0.0469406920087878
"1820",0,0,0,0,0
"1821",0,0,1,1,0.155491522430753
"1822",0,0,1,1,0.200392104727224
"1823",0,0,0,0,0
"1824",0,0,0,0,0
"1825",1,0,0,0,0.552919789500222
"1826",1,0,0,0,0.390906797435895
"1827",0,1,0,0,0.0473934392604589
"1828",0,0,0,0,0
"1829",0,0,1,1,0.456950612654949
"1830",1,0,0,0,0.534886043459992
"1831",1,0,0,0,0.360697453763502
"1832",0,1,0,1,0.0534878445283811
"1833",0,0,1,1,0.375256249626383
"1834",1,0,0,1,0.421370917638694
"1835",0,1,0,1,0.0493183191325943
"1836",1,0,0,0,0.071513633818485
"1837",0,1,0,0,0.0550072418294052
"1838",0,0,1,1,0.230996225157947
"1839",0,0,1,0,0.01699014413994
"1840",1,0,0,0,0.0117066618692594
"1841",1,0,0,0,0.434690819107933
"1842",0,1,0,1,0.0632287166185362
"1843",0,1,0,1,0.0343375490989568
"1844",0,1,0,1,0.0492705189579743
"1845",0,0,1,0,0.496096317918442
"1846",0,1,0,0,0.0572128830947433
"1847",0,1,0,0,0.0830236152255891
"1848",1,0,0,0,0.419848382822035
"1849",0,1,0,0,0.0337156837486066
"1850",0,0,1,1,0.367341027363091
"1851",0,0,1,0,0.182454615676284
"1852",0,0,0,0,0
"1853",0,0,1,1,0.182167178099939
"1854",0,1,0,1,0.065135328381286
"1855",0,1,0,0,0.0506628275789887
"1856",1,0,0,0,0.83714873766885
"1857",1,0,0,0,0.314157939167198
"1858",1,0,0,0,0.0250407512891199
"1859",0,0,0,0,0
"1860",0,1,0,1,0.0452881013898383
"1861",0,0,1,0,0.129315529015947
"1862",0,0,1,1,0.23418221737
"1863",0,0,1,1,0.305524616980467
"1864",0,0,1,1,0.284382071108704
"1865",1,0,0,0,0.48392949378688
"1866",0,0,1,1,0.251500423543863
"1867",0,1,0,0,0.0486960254494959
"1868",0,1,0,0,0.0563225050694116
"1869",0,0,1,0,0
"1870",0,1,0,1,0.0450829459900644
"1871",1,0,0,1,0.194021860028365
"1872",0,1,0,0,0.0439778977045762
"1873",1,0,0,1,0.121450526675764
"1874",1,0,0,1,0.325064503869199
"1875",0,0,1,1,0.34527921341254
"1876",1,0,0,0,0.448293397235379
"1877",1,0,0,0,0.640135849214456
"1878",0,1,0,1,0.0534810528945035
"1879",0,0,1,1,0.21458058785701
"1880",0,0,0,0,0
"1881",0,0,1,1,0
"1882",0,0,1,0,0.20817315995729
"1883",0,0,1,1,0.251524971872949
"1884",1,0,0,0,0.670814696218011
"1885",1,0,0,1,0.4650676801164
"1886",0,0,1,0,0.422169640343461
"1887",1,0,0,1,0.224901300077138
"1888",1,0,0,0,0.591091817769458
"1889",1,0,0,1,0.215947223912356
"1890",1,0,0,1,0.119353265974652
"1891",0,0,0,0,0
"1892",1,0,0,0,0.354861573755829
"1893",1,0,0,0,0.439138769220161
"1894",0,1,0,0,0.0533707221487747
"1895",0,1,0,1,0.055164706432303
"1896",1,0,0,0,0.363086485828393
"1897",0,0,0,0,0
"1898",0,1,0,0,0.061758600248645
"1899",1,0,0,1,0.0403133148520455
"1900",0,0,1,0,0.042954649446676
"1901",1,0,0,0,0.485790987033232
"1902",1,0,0,1,0.132123788427147
"1903",0,0,0,0,0
"1904",0,1,0,1,0.0594143512395157
"1905",0,0,1,1,0.116302160358155
"1906",0,0,0,0,0
"1907",0,0,1,1,0.255275370468818
"1908",0,0,0,0,0
"1909",0,0,1,1,0.24559679834607
"1910",0,1,0,0,0.0436957239185555
"1911",0,0,1,1,0
"1912",1,0,0,0,0.405078976504812
"1913",1,0,0,0,0.553461716824798
"1914",0,0,0,0,0
"1915",1,0,0,0,0.169591899580308
"1916",0,0,1,0,0
"1917",0,0,1,1,0.407602256734319
"1918",0,0,0,0,0
"1919",0,1,0,0,0.0466507022486752
"1920",1,0,0,0,0.597069691151428
"1921",1,0,0,0,0.446905345181887
"1922",1,0,0,1,0.138242498027429
"1923",0,0,0,0,0
"1924",1,0,0,0,0.304203490380928
"1925",1,0,0,0,0.352320703405921
"1926",0,1,0,0,0.0498951024390811
"1927",1,0,0,0,0.758785555669491
"1928",1,0,0,0,0.323785128152852
"1929",1,0,0,0,0.277295899176854
"1930",0,1,0,0,0.0427491225728717
"1931",1,0,0,0,0.628994935894188
"1932",1,0,0,0,0.141066555818777
"1933",1,0,0,0,0.520772279148099
"1934",0,1,0,0,0.0414559252043743
"1935",0,0,0,0,0
"1936",0,1,0,1,0.0444403156176272
"1937",0,0,1,1,0.100939806624299
"1938",0,0,0,0,0
"1939",0,0,1,0,0.15123285058051
"1940",0,0,1,1,0.250986690313343
"1941",1,0,0,1,0.0805613366213364
"1942",1,0,0,1,0.413189252921681
"1943",0,0,0,0,0
"1944",1,0,0,0,0.415755616010219
"1945",1,0,0,0,0.370983750951507
"1946",0,1,0,0,0.0402397013417754
"1947",1,0,0,0,0.19465697002567
"1948",1,0,0,0,0.390912776359979
"1949",1,0,0,0,0.131563821475044
"1950",1,0,0,0,0.315457479886216
"1951",1,0,0,0,0.511933237248279
"1952",1,0,0,0,0.12251964511273
"1953",0,0,1,1,0.0937855822027462
"1954",0,0,1,1,0.386069808033719
"1955",1,0,0,1,0.0403981361595167
"1956",0,1,0,0,0.045494181514563
"1957",0,0,0,0,0
"1958",1,0,0,1,0
"1959",1,0,0,1,0.147032650259673
"1960",1,0,0,1,0.406277913751085
"1961",0,0,0,0,0
"1962",0,0,1,1,0.106694076814978
"1963",0,0,1,1,0.22702004249917
"1964",0,0,1,1,0.267139781995176
"1965",1,0,0,1,0.270207514402567
"1966",0,0,0,0,0
"1967",0,0,1,1,0
"1968",0,1,0,1,0.0514069477006607
"1969",0,0,1,1,0.389454332281205
"1970",0,0,0,0,0
"1971",0,1,0,0,0.0491300596304769
"1972",0,0,0,0,0
"1973",0,0,0,0,0
"1974",0,1,0,0,0.0418774772401547
"1975",1,0,0,1,0.356066910258152
"1976",0,1,0,0,0.0489965663566552
"1977",0,0,1,1,0
"1978",1,0,0,0,0.19528049293771
"1979",0,0,0,0,0
"1980",0,0,1,1,0.239580005405286
"1981",0,1,0,0,0.0595903674991587
"1982",0,0,0,0,0
"1983",0,0,1,0,0.119876058781004
"1984",1,0,0,1,0.553626064703478
"1985",1,0,0,0,0.100131326547699
"1986",1,0,0,0,0.222769933785115
"1987",1,0,0,0,0.310857530276459
"1988",1,0,0,0,0
"1989",0,0,0,0,0
"1990",0,0,1,1,0.255448861597524
"1991",0,0,1,0,0
"1992",1,0,0,0,0.265098172655316
"1993",0,0,0,0,0
"1994",0,0,0,0,0
"1995",1,0,0,0,0.350437517017596
"1996",0,0,1,1,0.325490411255704
"1997",1,0,0,1,0.623294693354019
"1998",0,0,1,1,0.145407063706257
"1999",1,0,0,0,0.149782299674685
"2000",0,0,0,0,0
"2001",0,1,0,1,0.0465833705229078
"2002",0,0,1,0,0.0412550985221374
"2003",0,0,0,0,0
"2004",0,0,0,0,0
"2005",0,0,0,0,0
"2006",1,0,0,0,0.433147731256095
"2007",0,0,1,0,0.452060070334197
"2008",0,1,0,1,0.0370410177797995
"2009",1,0,0,1,0.117271870847358
"2010",0,0,1,1,0.130352740968337
"2011",0,0,0,0,0
"2012",1,0,0,0,0.367262288000939
"2013",0,0,1,1,0.297476497432766
"2014",0,0,1,1,0.247975062468857
"2015",1,0,0,1,0.639277249627156
"2016",0,0,0,0,0
"2017",1,0,0,1,0.358280397103038
"2018",1,0,0,1,0.49676223026339
"2019",1,0,0,0,0.578892952546686
"2020",0,0,0,0,0
"2021",0,0,1,1,0.599218437886881
"2022",1,0,0,0,0.21777504713182
"2023",0,0,0,0,0
"2024",1,0,0,1,0
"2025",1,0,0,1,0.384312435781227
"2026",0,0,1,1,0.505223361863102
"2027",0,0,1,1,0.1894480001021
"2028",0,0,0,0,0
"2029",0,1,0,0,0.0430114966567701
"2030",1,0,0,1,0.745191300602986
"2031",0,1,0,0,0.0543382839231332
"2032",0,0,1,1,0.105750195733371
"2033",0,0,0,0,0
"2034",0,0,0,0,0
"2035",0,0,1,1,0.390557885504328
"2036",0,0,0,0,0
"2037",0,0,0,0,0
"2038",1,0,0,0,0.38258584136485
"2039",1,0,0,1,0.433319465750937
"2040",0,0,0,0,0
"2041",0,0,1,1,0.123721854589487
"2042",1,0,0,0,0.493730949229674
"2043",1,0,0,0,0.200116964070666
"2044",0,0,0,0,0
"2045",0,0,0,0,0
"2046",0,0,0,0,0
"2047",0,0,1,0,0.157496792643939
"2048",0,1,0,1,0.0386752930957945
"2049",0,0,0,0,0
"2050",0,1,0,0,0.0398690673306854
"2051",0,1,0,0,0.0539175880675074
"2052",0,0,1,1,0.178913235985207
"2053",0,0,0,0,0
"2054",0,0,0,0,0
"2055",1,0,0,1,0.201698762005203
"2056",1,0,0,1,0.744548209735813
"2057",0,0,0,0,0
"2058",0,0,1,1,0.25730230785861
"2059",1,0,0,1,0.373550352738275
"2060",0,1,0,1,0.044663522272337
"2061",1,0,0,1,0.592990565771975
"2062",0,1,0,1,0.0631753623555832
"2063",1,0,0,0,0.636811914834099
"2064",0,0,1,1,0.0647872079829858
"2065",1,0,0,0,0.30626560296862
"2066",0,0,0,0,0
"2067",1,0,0,1,0.378098690102468
"2068",0,0,1,1,0.149126275435688
"2069",1,0,0,0,0.56323171152836
"2070",1,0,0,0,0.17444243732477
"2071",1,0,0,0,0.522922607070694
"2072",1,0,0,1,0.555727815790793
"2073",0,1,0,0,0.0457936331530627
"2074",1,0,0,1,0.645878045057198
"2075",0,0,1,0,0.325824419451504
"2076",0,0,1,0,0.147606030318011
"2077",1,0,0,0,0.352512572144587
"2078",1,0,0,1,0.150477954312769
"2079",0,1,0,1,0.0491798791323996
"2080",1,0,0,0,0.167225858041282
"2081",0,0,0,0,0
"2082",0,1,0,0,0.0510990365359585
"2083",1,0,0,0,0.499777367343581
"2084",1,0,0,1,0.149539840219695
"2085",0,1,0,0,0.0434929994977014
"2086",1,0,0,0,0.440072780681045
"2087",0,1,0,1,0.0510978777304269
"2088",0,0,0,0,0
"2089",0,1,0,1,0.0450111714391403
"2090",0,0,1,1,0.311212098935592
"2091",1,0,0,1,0.278710601580794
"2092",0,0,0,0,0
"2093",0,1,0,1,0.042784343835399
"2094",0,0,0,0,0
"2095",0,1,0,1,0.0450982595283193
"2096",1,0,0,1,0.319454810858503
"2097",0,0,0,0,0
"2098",1,0,0,1,0
"2099",1,0,0,1,0.276777467754938
"2100",0,0,1,0,0.108246381948327
"2101",0,1,0,0,0.0595163896737707
"2102",1,0,0,1,0.135098500927889
"2103",1,0,0,1,0.673182285998176
"2104",1,0,0,1,0.272673295741063
"2105",1,0,0,1,0.492210779950986
"2106",0,0,1,1,0.284240676131504
"2107",0,0,1,0,0.411568758561096
"2108",0,0,1,1,0.393096733733801
"2109",0,0,1,1,0.244347568370279
"2110",1,0,0,1,0.558159789260503
"2111",0,0,1,1,0.186858468066683
"2112",0,0,1,1,0.0875139927956008
"2113",0,0,0,0,0
"2114",1,0,0,1,0.28701423517268
"2115",0,0,0,0,0
"2116",0,0,1,1,0.349064572041063
"2117",1,0,0,0,0.713007632628864
"2118",0,1,0,1,0.0697712402808423
"2119",1,0,0,1,0
"2120",1,0,0,0,0.195105294832316
"2121",1,0,0,0,0
"2122",0,0,1,1,0.252114955120576
"2123",0,0,1,1,0.252801895487155
"2124",0,0,1,0,0.117541990374255
"2125",0,0,1,1,0.228642489451768
"2126",0,0,0,0,0
"2127",0,0,1,1,0.233876725807939
"2128",1,0,0,1,0.333319318302103
"2129",0,0,0,0,0
"2130",1,0,0,0,0.195436802864808
"2131",0,0,0,0,0
"2132",1,0,0,0,0.456329244154583
"2133",1,0,0,0,0.218188483773286
"2134",0,1,0,0,0.0475583509591423
"2135",1,0,0,0,0.634603809502657
"2136",0,0,0,0,0
"2137",0,1,0,1,0.0560106083083224
"2138",0,0,1,1,0.352166467642204
"2139",1,0,0,1,0.492632408525073
"2140",1,0,0,1,0.109914336116582
"2141",1,0,0,0,0.0549584785805861
"2142",1,0,0,0,0.685208727416891
"2143",0,1,0,0,0.0695639575127592
"2144",1,0,0,1,0.39669820074049
"2145",0,0,1,1,0
"2146",0,0,1,0,0.159791467256705
"2147",1,0,0,0,0
"2148",0,0,0,0,0
"2149",1,0,0,0,0.525597458865609
"2150",0,0,1,1,0.21338652208623
"2151",0,0,0,0,0
"2152",1,0,0,1,0.300133518655959
"2153",0,0,0,0,0
"2154",1,0,0,1,0.539278497668438
"2155",0,0,0,0,0
"2156",0,0,1,0,0
"2157",0,0,1,1,0.356776941781607
"2158",1,0,0,0,0.351100154189347
"2159",0,0,0,0,0
"2160",0,0,1,1,0.107899022032712
"2161",1,0,0,1,0.332650775392689
"2162",1,0,0,0,0
"2163",0,0,1,1,0.188748081283568
"2164",0,0,1,1,0.154817164454409
"2165",1,0,0,0,0.0929052996115481
"2166",1,0,0,0,0.323926023411477
"2167",1,0,0,1,0.16370398258702
"2168",0,0,0,0,0
"2169",0,0,0,0,0
"2170",0,1,0,1,0.0513531042812344
"2171",0,0,1,0,0.170239576212744
"2172",0,0,1,1,0.173718218596048
"2173",0,1,0,1,0.0554079847411955
"2174",0,0,1,0,0.205863136258687
"2175",0,1,0,0,0.0488931460149158
"2176",0,0,1,1,0.308663754370994
"2177",0,0,0,0,0
"2178",0,0,1,0,0.241264807020059
"2179",0,0,1,0,0
"2180",0,0,1,1,0.0835575530523191
"2181",0,0,1,0,0.182771060800413
"2182",1,0,0,0,0.641131925596262
"2183",1,0,0,1,0.248792575048419
"2184",1,0,0,1,0.422200134959567
"2185",1,0,0,0,0.163449212947216
"2186",1,0,0,0,0.484164144637096
"2187",1,0,0,1,0.275595732564242
"2188",1,0,0,0,0.606178349553531
"2189",0,1,0,0,0.0410913738240624
"2190",0,0,0,0,0
"2191",0,0,1,1,0.0793576813493046
"2192",1,0,0,0,0.566673835210979
"2193",0,0,0,0,0
"2194",0,0,0,0,0
"2195",0,0,0,0,0
"2196",0,1,0,1,0.0466433172673772
"2197",0,0,1,0,0.46820220991174
"2198",0,0,1,1,0.297853295849007
"2199",0,0,1,1,0.162588069140531
"2200",1,0,0,1,0.0337813264099808
"2201",0,0,0,0,0
"2202",0,0,0,0,0
"2203",0,0,1,1,0
"2204",1,0,0,1,0.551341662812319
"2205",0,1,0,1,0.0502911851739109
"2206",1,0,0,1,0.0676994778922639
"2207",0,0,1,1,0.152030554996528
"2208",0,0,0,0,0
"2209",0,0,1,1,0.211898676035581
"2210",1,0,0,1,0.260278624827792
"2211",0,0,0,0,0
"2212",0,0,1,0,0.0154473534917977
"2213",0,0,0,0,0
"2214",0,0,0,0,0
"2215",0,0,0,0,0
"2216",0,1,0,1,0.0577803246546791
"2217",0,0,0,0,0
"2218",1,0,0,0,0.437796037226464
"2219",0,0,0,0,0
"2220",0,1,0,0,0.0451677431863795
"2221",0,1,0,0,0.0403940278519428
"2222",1,0,0,0,0
"2223",1,0,0,0,0.161527249931139
"2224",0,0,0,0,0
"2225",1,0,0,0,0.677602588546038
"2226",0,0,0,0,0
"2227",0,0,1,0,0.259117810279289
"2228",1,0,0,1,0.235798532752538
"2229",1,0,0,0,0.229377855420833
"2230",1,0,0,1,0.139783055954064
"2231",1,0,0,0,0.151577740580473
"2232",0,0,0,0,0
"2233",0,0,1,1,0.26909454447955
"2234",1,0,0,0,0.495978416406129
"2235",1,0,0,0,0.261927944836953
"2236",1,0,0,1,0.512889267522419
"2237",1,0,0,0,0.348848322180049
"2238",1,0,0,0,0.333538210738082
"2239",0,1,0,0,0.0377093512629295
"2240",0,1,0,1,0.0596374905747584
"2241",1,0,0,0,0.175536940138213
"2242",0,1,0,0,0.0317634333662056
"2243",0,1,0,0,0.0499661942984187
"2244",1,0,0,0,0.238588163303562
"2245",1,0,0,1,0.535409778065596
"2246",1,0,0,0,0.411137739258143
"2247",0,1,0,1,0.0576012483568863
"2248",1,0,0,1,0.484703334359558
"2249",1,0,0,1,0.454956275500224
"2250",0,0,1,0,0.237144859238915
"2251",1,0,0,1,0.369884636057417
"2252",0,0,0,0,0
"2253",1,0,0,1,0.532371787784142
"2254",0,0,0,0,0
"2255",0,1,0,1,0.0459617295382973
"2256",1,0,0,0,0.0887172947269551
"2257",1,0,0,1,0.412591029128669
"2258",1,0,0,0,0.359693177146274
"2259",1,0,0,1,0
"2260",0,1,0,1,0.060080708225615
"2261",1,0,0,0,0.301051838302256
"2262",0,0,0,0,0
"2263",1,0,0,0,0.139714002783023
"2264",1,0,0,0,0.484939787214127
"2265",0,0,1,1,0
"2266",0,1,0,1,0.0506672555516284
"2267",1,0,0,0,0.910717077830074
"2268",1,0,0,0,0.262484388932519
"2269",0,1,0,1,0.0616433020696726
"2270",1,0,0,1,0.448137546297187
"2271",0,1,0,0,0.0372149511158516
"2272",0,0,0,0,0
"2273",1,0,0,1,0.521056625426983
"2274",0,1,0,0,0.0416385434093453
"2275",0,0,1,1,0.351802685373338
"2276",0,1,0,1,0.0431106160651959
"2277",0,0,1,0,0.084873702950363
"2278",0,0,0,0,0
"2279",1,0,0,1,0.408121675299833
"2280",0,0,1,0,0.32322631161848
"2281",1,0,0,0,0.559748562229643
